"","age","story","pos","lexeme"
"1",20,"gdc","Adjectives","able"
"2",20,"gdc","Adjectives","back"
"3",20,"gdc","Adjectives","big"
"4",20,"gdc","Adjectives","dangerous"
"5",20,"gdc","Adjectives","dirty"
"6",20,"gdc","Adjectives","early"
"7",20,"gdc","Adjectives","first"
"8",20,"gdc","Adjectives","good"
"9",20,"gdc","Adjectives","great"
"10",20,"gdc","Adjectives","happy"
"11",20,"gdc","Adjectives","hot"
"12",20,"gdc","Adjectives","huge"
"13",20,"gdc","Adjectives","hungry"
"14",20,"gdc","Adjectives","left"
"15",20,"gdc","Adjectives","little"
"16",20,"gdc","Adjectives","long"
"17",20,"gdc","Adjectives","messy"
"18",20,"gdc","Adjectives","next"
"19",20,"gdc","Adjectives","nice"
"20",20,"gdc","Adjectives","open"
"21",20,"gdc","Adjectives","own"
"22",20,"gdc","Adjectives","ready"
"23",20,"gdc","Adjectives","right"
"24",20,"gdc","Adjectives","sure"
"25",20,"gdc","Adjectives","young"
"26",20,"gdc","Adverbs","again"
"27",20,"gdc","Adverbs","all"
"28",20,"gdc","Adverbs","also"
"29",20,"gdc","Adverbs","around"
"30",20,"gdc","Adverbs","as"
"31",20,"gdc","Adverbs","away"
"32",20,"gdc","Adverbs","back"
"33",20,"gdc","Adverbs","down"
"34",20,"gdc","Adverbs","how"
"35",20,"gdc","Adverbs","in"
"36",20,"gdc","Adverbs","just"
"37",20,"gdc","Adverbs","more"
"38",20,"gdc","Adverbs","next"
"39",20,"gdc","Adverbs","now"
"40",20,"gdc","Adverbs","on"
"41",20,"gdc","Adverbs","once"
"42",20,"gdc","Adverbs","out"
"43",20,"gdc","Adverbs","shortly"
"44",20,"gdc","Adverbs","so"
"45",20,"gdc","Adverbs","then"
"46",20,"gdc","Adverbs","there"
"47",20,"gdc","Adverbs","up"
"48",20,"gdc","Adverbs","upstairs"
"49",20,"gdc","Adverbs","very"
"50",20,"gdc","Adverbs","where"
"51",20,"gdc","Nouns","baby"
"52",20,"gdc","Nouns","back"
"53",20,"gdc","Nouns","bath"
"54",20,"gdc","Nouns","bed"
"55",20,"gdc","Nouns","bread"
"56",20,"gdc","Nouns","butter"
"57",20,"gdc","Nouns","Carl"
"58",20,"gdc","Nouns","child"
"59",20,"gdc","Nouns","chute"
"60",20,"gdc","Nouns","cookie"
"61",20,"gdc","Nouns","crib"
"62",20,"gdc","Nouns","dog"
"63",20,"gdc","Nouns","fish tank"
"64",20,"gdc","Nouns","grape"
"65",20,"gdc","Nouns","home"
"66",20,"gdc","Nouns","kitchen"
"67",20,"gdc","Nouns","laundry"
"68",20,"gdc","Nouns","mess"
"69",20,"gdc","Nouns","milk"
"70",20,"gdc","Nouns","mom"
"71",20,"gdc","Nouns","mother"
"72",20,"gdc","Nouns","room"
"73",20,"gdc","Nouns","soap"
"74",20,"gdc","Nouns","time"
"75",20,"gdc","Nouns","window"
"76",20,"gdc","Verbs","clean"
"77",20,"gdc","Verbs","come"
"78",20,"gdc","Verbs","dance"
"79",20,"gdc","Verbs","decide"
"80",20,"gdc","Verbs","do"
"81",20,"gdc","Verbs","dry"
"82",20,"gdc","Verbs","eat"
"83",20,"gdc","Verbs","find"
"84",20,"gdc","Verbs","get"
"85",20,"gdc","Verbs","go"
"86",20,"gdc","Verbs","have"
"87",20,"gdc","Verbs","know"
"88",20,"gdc","Verbs","leave"
"89",20,"gdc","Verbs","let"
"90",20,"gdc","Verbs","look"
"91",20,"gdc","Verbs","make"
"92",20,"gdc","Verbs","play"
"93",20,"gdc","Verbs","put"
"94",20,"gdc","Verbs","ride"
"95",20,"gdc","Verbs","run"
"96",20,"gdc","Verbs","say"
"97",20,"gdc","Verbs","see"
"98",20,"gdc","Verbs","take"
"99",20,"gdc","Verbs","turn"
"100",20,"gdc","Verbs","watch"
"101",30,"gdc","Adjectives","awesome"
"102",30,"gdc","Adjectives","back"
"103",30,"gdc","Adjectives","big"
"104",30,"gdc","Adjectives","clean"
"105",30,"gdc","Adjectives","dirty"
"106",30,"gdc","Adjectives","first"
"107",30,"gdc","Adjectives","good"
"108",30,"gdc","Adjectives","great"
"109",30,"gdc","Adjectives","happy"
"110",30,"gdc","Adjectives","huge"
"111",30,"gdc","Adjectives","hungry"
"112",30,"gdc","Adjectives","left"
"113",30,"gdc","Adjectives","little"
"114",30,"gdc","Adjectives","messy"
"115",30,"gdc","Adjectives","next"
"116",30,"gdc","Adjectives","nice"
"117",30,"gdc","Adjectives","old"
"118",30,"gdc","Adjectives","open"
"119",30,"gdc","Adjectives","pretty"
"120",30,"gdc","Adjectives","ready"
"121",30,"gdc","Adjectives","right"
"122",30,"gdc","Adjectives","smart"
"123",30,"gdc","Adjectives","sure"
"124",30,"gdc","Adjectives","tired"
"125",30,"gdc","Adjectives","whole"
"126",30,"gdc","Adverbs","again"
"127",30,"gdc","Adverbs","all"
"128",30,"gdc","Adverbs","around"
"129",30,"gdc","Adverbs","away"
"130",30,"gdc","Adverbs","back"
"131",30,"gdc","Adverbs","down"
"132",30,"gdc","Adverbs","in"
"133",30,"gdc","Adverbs","just"
"134",30,"gdc","Adverbs","next"
"135",30,"gdc","Adverbs","now"
"136",30,"gdc","Adverbs","off"
"137",30,"gdc","Adverbs","on"
"138",30,"gdc","Adverbs","out"
"139",30,"gdc","Adverbs","over"
"140",30,"gdc","Adverbs","really"
"141",30,"gdc","Adverbs","shortly"
"142",30,"gdc","Adverbs","so"
"143",30,"gdc","Adverbs","soon"
"144",30,"gdc","Adverbs","sure"
"145",30,"gdc","Adverbs","then"
"146",30,"gdc","Adverbs","there"
"147",30,"gdc","Adverbs","up"
"148",30,"gdc","Adverbs","upstairs"
"149",30,"gdc","Adverbs","very"
"150",30,"gdc","Adverbs","where"
"151",30,"gdc","Nouns","baby"
"152",30,"gdc","Nouns","back"
"153",30,"gdc","Nouns","bath"
"154",30,"gdc","Nouns","bed"
"155",30,"gdc","Nouns","bread"
"156",30,"gdc","Nouns","butter"
"157",30,"gdc","Nouns","Carl"
"158",30,"gdc","Nouns","chocolate"
"159",30,"gdc","Nouns","chute"
"160",30,"gdc","Nouns","cookie"
"161",30,"gdc","Nouns","crib"
"162",30,"gdc","Nouns","dog"
"163",30,"gdc","Nouns","floor"
"164",30,"gdc","Nouns","grape"
"165",30,"gdc","Nouns","home"
"166",30,"gdc","Nouns","house"
"167",30,"gdc","Nouns","kitchen"
"168",30,"gdc","Nouns","laundry"
"169",30,"gdc","Nouns","mess"
"170",30,"gdc","Nouns","milk"
"171",30,"gdc","Nouns","mom"
"172",30,"gdc","Nouns","mother"
"173",30,"gdc","Nouns","room"
"174",30,"gdc","Nouns","time"
"175",30,"gdc","Nouns","window"
"176",30,"gdc","Verbs","clean"
"177",30,"gdc","Verbs","come"
"178",30,"gdc","Verbs","dance"
"179",30,"gdc","Verbs","decide"
"180",30,"gdc","Verbs","dry"
"181",30,"gdc","Verbs","eat"
"182",30,"gdc","Verbs","find"
"183",30,"gdc","Verbs","get"
"184",30,"gdc","Verbs","go"
"185",30,"gdc","Verbs","have"
"186",30,"gdc","Verbs","jump"
"187",30,"gdc","Verbs","know"
"188",30,"gdc","Verbs","leave"
"189",30,"gdc","Verbs","let"
"190",30,"gdc","Verbs","make"
"191",30,"gdc","Verbs","play"
"192",30,"gdc","Verbs","put"
"193",30,"gdc","Verbs","ride"
"194",30,"gdc","Verbs","run"
"195",30,"gdc","Verbs","say"
"196",30,"gdc","Verbs","see"
"197",30,"gdc","Verbs","take"
"198",30,"gdc","Verbs","turn"
"199",30,"gdc","Verbs","wash"
"200",30,"gdc","Verbs","watch"
"201",40,"gdc","Adjectives","back"
"202",40,"gdc","Adjectives","bad"
"203",40,"gdc","Adjectives","big"
"204",40,"gdc","Adjectives","clean"
"205",40,"gdc","Adjectives","dirty"
"206",40,"gdc","Adjectives","dry"
"207",40,"gdc","Adjectives","first"
"208",40,"gdc","Adjectives","full"
"209",40,"gdc","Adjectives","fun"
"210",40,"gdc","Adjectives","gentle"
"211",40,"gdc","Adjectives","good"
"212",40,"gdc","Adjectives","great"
"213",40,"gdc","Adjectives","happy"
"214",40,"gdc","Adjectives","hungry"
"215",40,"gdc","Adjectives","little"
"216",40,"gdc","Adjectives","messy"
"217",40,"gdc","Adjectives","next"
"218",40,"gdc","Adjectives","nice"
"219",40,"gdc","Adjectives","old"
"220",40,"gdc","Adjectives","ready"
"221",40,"gdc","Adjectives","right"
"222",40,"gdc","Adjectives","safe"
"223",40,"gdc","Adjectives","sure"
"224",40,"gdc","Adjectives","whole"
"225",40,"gdc","Adjectives","wonderful"
"226",40,"gdc","Adverbs","again"
"227",40,"gdc","Adverbs","all"
"228",40,"gdc","Adverbs","around"
"229",40,"gdc","Adverbs","away"
"230",40,"gdc","Adverbs","back"
"231",40,"gdc","Adverbs","down"
"232",40,"gdc","Adverbs","here"
"233",40,"gdc","Adverbs","home"
"234",40,"gdc","Adverbs","in"
"235",40,"gdc","Adverbs","just"
"236",40,"gdc","Adverbs","next"
"237",40,"gdc","Adverbs","now"
"238",40,"gdc","Adverbs","off"
"239",40,"gdc","Adverbs","on"
"240",40,"gdc","Adverbs","out"
"241",40,"gdc","Adverbs","over"
"242",40,"gdc","Adverbs","right"
"243",40,"gdc","Adverbs","shortly"
"244",40,"gdc","Adverbs","then"
"245",40,"gdc","Adverbs","there"
"246",40,"gdc","Adverbs","together"
"247",40,"gdc","Adverbs","up"
"248",40,"gdc","Adverbs","upstairs"
"249",40,"gdc","Adverbs","very"
"250",40,"gdc","Adverbs","where"
"251",40,"gdc","Nouns","baby"
"252",40,"gdc","Nouns","back"
"253",40,"gdc","Nouns","bed"
"254",40,"gdc","Nouns","bread"
"255",40,"gdc","Nouns","butter"
"256",40,"gdc","Nouns","Carl"
"257",40,"gdc","Nouns","chocolate"
"258",40,"gdc","Nouns","chute"
"259",40,"gdc","Nouns","cookie"
"260",40,"gdc","Nouns","crib"
"261",40,"gdc","Nouns","dog"
"262",40,"gdc","Nouns","fish tank"
"263",40,"gdc","Nouns","floor"
"264",40,"gdc","Nouns","grape"
"265",40,"gdc","Nouns","home"
"266",40,"gdc","Nouns","kitchen"
"267",40,"gdc","Nouns","laundry"
"268",40,"gdc","Nouns","mess"
"269",40,"gdc","Nouns","milk"
"270",40,"gdc","Nouns","mom"
"271",40,"gdc","Nouns","mother"
"272",40,"gdc","Nouns","room"
"273",40,"gdc","Nouns","soap"
"274",40,"gdc","Nouns","time"
"275",40,"gdc","Nouns","window"
"276",40,"gdc","Verbs","clean"
"277",40,"gdc","Verbs","climb"
"278",40,"gdc","Verbs","come"
"279",40,"gdc","Verbs","decide"
"280",40,"gdc","Verbs","do"
"281",40,"gdc","Verbs","find"
"282",40,"gdc","Verbs","get"
"283",40,"gdc","Verbs","go"
"284",40,"gdc","Verbs","have"
"285",40,"gdc","Verbs","jump"
"286",40,"gdc","Verbs","know"
"287",40,"gdc","Verbs","lay"
"288",40,"gdc","Verbs","leave"
"289",40,"gdc","Verbs","let"
"290",40,"gdc","Verbs","look"
"291",40,"gdc","Verbs","make"
"292",40,"gdc","Verbs","open"
"293",40,"gdc","Verbs","play"
"294",40,"gdc","Verbs","put"
"295",40,"gdc","Verbs","ride"
"296",40,"gdc","Verbs","run"
"297",40,"gdc","Verbs","say"
"298",40,"gdc","Verbs","see"
"299",40,"gdc","Verbs","take"
"300",40,"gdc","Verbs","watch"
"301",50,"gdc","Adjectives","big"
"302",50,"gdc","Adjectives","close"
"303",50,"gdc","Adjectives","dirty"
"304",50,"gdc","Adjectives","fine"
"305",50,"gdc","Adjectives","first"
"306",50,"gdc","Adjectives","fun"
"307",50,"gdc","Adjectives","good"
"308",50,"gdc","Adjectives","great"
"309",50,"gdc","Adjectives","happy"
"310",50,"gdc","Adjectives","hungry"
"311",50,"gdc","Adjectives","left"
"312",50,"gdc","Adjectives","little"
"313",50,"gdc","Adjectives","messy"
"314",50,"gdc","Adjectives","next"
"315",50,"gdc","Adjectives","nice"
"316",50,"gdc","Adjectives","open"
"317",50,"gdc","Adjectives","own"
"318",50,"gdc","Adjectives","pretty"
"319",50,"gdc","Adjectives","ready"
"320",50,"gdc","Adjectives","right"
"321",50,"gdc","Adjectives","smart"
"322",50,"gdc","Adjectives","sure"
"323",50,"gdc","Adjectives","whole"
"324",50,"gdc","Adjectives","wonderful"
"325",50,"gdc","Adjectives","yet"
"326",50,"gdc","Adverbs",""
"327",50,"gdc","Adverbs","again"
"328",50,"gdc","Adverbs","all"
"329",50,"gdc","Adverbs","away"
"330",50,"gdc","Adverbs","back"
"331",50,"gdc","Adverbs","down"
"332",50,"gdc","Adverbs","here"
"333",50,"gdc","Adverbs","how"
"334",50,"gdc","Adverbs","in"
"335",50,"gdc","Adverbs","just"
"336",50,"gdc","Adverbs","next"
"337",50,"gdc","Adverbs","now"
"338",50,"gdc","Adverbs","off"
"339",50,"gdc","Adverbs","on"
"340",50,"gdc","Adverbs","out"
"341",50,"gdc","Adverbs","over"
"342",50,"gdc","Adverbs","shortly"
"343",50,"gdc","Adverbs","so"
"344",50,"gdc","Adverbs","sure"
"345",50,"gdc","Adverbs","then"
"346",50,"gdc","Adverbs","there"
"347",50,"gdc","Adverbs","up"
"348",50,"gdc","Adverbs","upstairs"
"349",50,"gdc","Adverbs","very"
"350",50,"gdc","Adverbs","where"
"351",50,"gdc","Nouns","baby"
"352",50,"gdc","Nouns","back"
"353",50,"gdc","Nouns","bed"
"354",50,"gdc","Nouns","bread"
"355",50,"gdc","Nouns","butter"
"356",50,"gdc","Nouns","Carl"
"357",50,"gdc","Nouns","chocolate"
"358",50,"gdc","Nouns","chute"
"359",50,"gdc","Nouns","cookie"
"360",50,"gdc","Nouns","crib"
"361",50,"gdc","Nouns","dog"
"362",50,"gdc","Nouns","fish"
"363",50,"gdc","Nouns","floor"
"364",50,"gdc","Nouns","grape"
"365",50,"gdc","Nouns","kitchen"
"366",50,"gdc","Nouns","laundry"
"367",50,"gdc","Nouns","mess"
"368",50,"gdc","Nouns","milk"
"369",50,"gdc","Nouns","mom"
"370",50,"gdc","Nouns","mother"
"371",50,"gdc","Nouns","powder"
"372",50,"gdc","Nouns","room"
"373",50,"gdc","Nouns","swim"
"374",50,"gdc","Nouns","time"
"375",50,"gdc","Nouns","window"
"376",50,"gdc","Verbs","clean"
"377",50,"gdc","Verbs","climb"
"378",50,"gdc","Verbs","come"
"379",50,"gdc","Verbs","decide"
"380",50,"gdc","Verbs","dry"
"381",50,"gdc","Verbs","eat"
"382",50,"gdc","Verbs","excited"
"383",50,"gdc","Verbs","get"
"384",50,"gdc","Verbs","give"
"385",50,"gdc","Verbs","go"
"386",50,"gdc","Verbs","have"
"387",50,"gdc","Verbs","know"
"388",50,"gdc","Verbs","leave"
"389",50,"gdc","Verbs","let"
"390",50,"gdc","Verbs","look"
"391",50,"gdc","Verbs","make"
"392",50,"gdc","Verbs","play"
"393",50,"gdc","Verbs","put"
"394",50,"gdc","Verbs","ride"
"395",50,"gdc","Verbs","run"
"396",50,"gdc","Verbs","say"
"397",50,"gdc","Verbs","see"
"398",50,"gdc","Verbs","take"
"399",50,"gdc","Verbs","turn"
"400",50,"gdc","Verbs","watch"
"401",60,"gdc","Adjectives","able"
"402",60,"gdc","Adjectives","big"
"403",60,"gdc","Adjectives","clean"
"404",60,"gdc","Adjectives","close"
"405",60,"gdc","Adjectives","dirty"
"406",60,"gdc","Adjectives","dry"
"407",60,"gdc","Adjectives","first"
"408",60,"gdc","Adjectives","full"
"409",60,"gdc","Adjectives","good"
"410",60,"gdc","Adjectives","great"
"411",60,"gdc","Adjectives","happy"
"412",60,"gdc","Adjectives","hungry"
"413",60,"gdc","Adjectives","left"
"414",60,"gdc","Adjectives","little"
"415",60,"gdc","Adjectives","messy"
"416",60,"gdc","Adjectives","next"
"417",60,"gdc","Adjectives","nice"
"418",60,"gdc","Adjectives","old"
"419",60,"gdc","Adjectives","open"
"420",60,"gdc","Adjectives","pretty"
"421",60,"gdc","Adjectives","smart"
"422",60,"gdc","Adjectives","soft"
"423",60,"gdc","Adjectives","sure"
"424",60,"gdc","Adjectives","tired"
"425",60,"gdc","Adjectives","whole"
"426",60,"gdc","Adverbs","again"
"427",60,"gdc","Adverbs","all"
"428",60,"gdc","Adverbs","also"
"429",60,"gdc","Adverbs","around"
"430",60,"gdc","Adverbs","away"
"431",60,"gdc","Adverbs","back"
"432",60,"gdc","Adverbs","down"
"433",60,"gdc","Adverbs","here"
"434",60,"gdc","Adverbs","in"
"435",60,"gdc","Adverbs","just"
"436",60,"gdc","Adverbs","now"
"437",60,"gdc","Adverbs","off"
"438",60,"gdc","Adverbs","on"
"439",60,"gdc","Adverbs","out"
"440",60,"gdc","Adverbs","over"
"441",60,"gdc","Adverbs","probably"
"442",60,"gdc","Adverbs","shortly"
"443",60,"gdc","Adverbs","so"
"444",60,"gdc","Adverbs","soon"
"445",60,"gdc","Adverbs","then"
"446",60,"gdc","Adverbs","there"
"447",60,"gdc","Adverbs","up"
"448",60,"gdc","Adverbs","upstairs"
"449",60,"gdc","Adverbs","very"
"450",60,"gdc","Adverbs","where"
"451",60,"gdc","Nouns","aquarium"
"452",60,"gdc","Nouns","baby"
"453",60,"gdc","Nouns","back"
"454",60,"gdc","Nouns","bed"
"455",60,"gdc","Nouns","bread"
"456",60,"gdc","Nouns","butter"
"457",60,"gdc","Nouns","Carl"
"458",60,"gdc","Nouns","chocolate"
"459",60,"gdc","Nouns","chute"
"460",60,"gdc","Nouns","cookie"
"461",60,"gdc","Nouns","crib"
"462",60,"gdc","Nouns","dog"
"463",60,"gdc","Nouns","floor"
"464",60,"gdc","Nouns","home"
"465",60,"gdc","Nouns","laundry"
"466",60,"gdc","Nouns","mess"
"467",60,"gdc","Nouns","milk"
"468",60,"gdc","Nouns","mom"
"469",60,"gdc","Nouns","mother"
"470",60,"gdc","Nouns","powder"
"471",60,"gdc","Nouns","room"
"472",60,"gdc","Nouns","soap"
"473",60,"gdc","Nouns","thing"
"474",60,"gdc","Nouns","time"
"475",60,"gdc","Nouns","window"
"476",60,"gdc","Verbs","clean"
"477",60,"gdc","Verbs","climb"
"478",60,"gdc","Verbs","come"
"479",60,"gdc","Verbs","dance"
"480",60,"gdc","Verbs","decide"
"481",60,"gdc","Verbs","do"
"482",60,"gdc","Verbs","eat"
"483",60,"gdc","Verbs","find"
"484",60,"gdc","Verbs","get"
"485",60,"gdc","Verbs","go"
"486",60,"gdc","Verbs","have"
"487",60,"gdc","Verbs","know"
"488",60,"gdc","Verbs","let"
"489",60,"gdc","Verbs","look"
"490",60,"gdc","Verbs","make"
"491",60,"gdc","Verbs","play"
"492",60,"gdc","Verbs","put"
"493",60,"gdc","Verbs","ride"
"494",60,"gdc","Verbs","run"
"495",60,"gdc","Verbs","say"
"496",60,"gdc","Verbs","see"
"497",60,"gdc","Verbs","sit"
"498",60,"gdc","Verbs","swim"
"499",60,"gdc","Verbs","take"
"500",60,"gdc","Verbs","watch"
"501",70,"gdc","Adjectives","big"
"502",70,"gdc","Adjectives","close"
"503",70,"gdc","Adjectives","cute"
"504",70,"gdc","Adjectives","dirty"
"505",70,"gdc","Adjectives","first"
"506",70,"gdc","Adjectives","good"
"507",70,"gdc","Adjectives","great"
"508",70,"gdc","Adjectives","happy"
"509",70,"gdc","Adjectives","hungry"
"510",70,"gdc","Adjectives","innocent"
"511",70,"gdc","Adjectives","little"
"512",70,"gdc","Adjectives","messy"
"513",70,"gdc","Adjectives","next"
"514",70,"gdc","Adjectives","nice"
"515",70,"gdc","Adjectives","old"
"516",70,"gdc","Adjectives","open"
"517",70,"gdc","Adjectives","own"
"518",70,"gdc","Adjectives","pretty"
"519",70,"gdc","Adjectives","right"
"520",70,"gdc","Adjectives","same"
"521",70,"gdc","Adjectives","smart"
"522",70,"gdc","Adjectives","sure"
"523",70,"gdc","Adjectives","tired"
"524",70,"gdc","Adjectives","whole"
"525",70,"gdc","Adjectives","wonderful"
"526",70,"gdc","Adverbs","again"
"527",70,"gdc","Adverbs","all"
"528",70,"gdc","Adverbs","apparently"
"529",70,"gdc","Adverbs","away"
"530",70,"gdc","Adverbs","back"
"531",70,"gdc","Adverbs","down"
"532",70,"gdc","Adverbs","here"
"533",70,"gdc","Adverbs","how"
"534",70,"gdc","Adverbs","in"
"535",70,"gdc","Adverbs","just"
"536",70,"gdc","Adverbs","next"
"537",70,"gdc","Adverbs","now"
"538",70,"gdc","Adverbs","off"
"539",70,"gdc","Adverbs","on"
"540",70,"gdc","Adverbs","out"
"541",70,"gdc","Adverbs","over"
"542",70,"gdc","Adverbs","shortly"
"543",70,"gdc","Adverbs","so"
"544",70,"gdc","Adverbs","then"
"545",70,"gdc","Adverbs","there"
"546",70,"gdc","Adverbs","up"
"547",70,"gdc","Adverbs","upstairs"
"548",70,"gdc","Adverbs","very"
"549",70,"gdc","Adverbs","where"
"550",70,"gdc","Adverbs","yet"
"551",70,"gdc","Nouns","aquarium"
"552",70,"gdc","Nouns","baby"
"553",70,"gdc","Nouns","back"
"554",70,"gdc","Nouns","bed"
"555",70,"gdc","Nouns","boy"
"556",70,"gdc","Nouns","bread"
"557",70,"gdc","Nouns","butter"
"558",70,"gdc","Nouns","Carl"
"559",70,"gdc","Nouns","chocolate"
"560",70,"gdc","Nouns","chute"
"561",70,"gdc","Nouns","cookie"
"562",70,"gdc","Nouns","crib"
"563",70,"gdc","Nouns","dog"
"564",70,"gdc","Nouns","floor"
"565",70,"gdc","Nouns","kitchen"
"566",70,"gdc","Nouns","laundry"
"567",70,"gdc","Nouns","mess"
"568",70,"gdc","Nouns","milk"
"569",70,"gdc","Nouns","mom"
"570",70,"gdc","Nouns","mother"
"571",70,"gdc","Nouns","powder"
"572",70,"gdc","Nouns","puff"
"573",70,"gdc","Nouns","thing"
"574",70,"gdc","Nouns","time"
"575",70,"gdc","Nouns","window"
"576",70,"gdc","Verbs","clean"
"577",70,"gdc","Verbs","climb"
"578",70,"gdc","Verbs","come"
"579",70,"gdc","Verbs","dance"
"580",70,"gdc","Verbs","decide"
"581",70,"gdc","Verbs","do"
"582",70,"gdc","Verbs","dry"
"583",70,"gdc","Verbs","eat"
"584",70,"gdc","Verbs","find"
"585",70,"gdc","Verbs","get"
"586",70,"gdc","Verbs","go"
"587",70,"gdc","Verbs","have"
"588",70,"gdc","Verbs","know"
"589",70,"gdc","Verbs","let"
"590",70,"gdc","Verbs","look"
"591",70,"gdc","Verbs","make"
"592",70,"gdc","Verbs","open"
"593",70,"gdc","Verbs","play"
"594",70,"gdc","Verbs","put"
"595",70,"gdc","Verbs","say"
"596",70,"gdc","Verbs","see"
"597",70,"gdc","Verbs","sit"
"598",70,"gdc","Verbs","take"
"599",70,"gdc","Verbs","turn"
"600",70,"gdc","Verbs","watch"
"601",80,"gdc","Adjectives","able"
"602",80,"gdc","Adjectives","big"
"603",80,"gdc","Adjectives","close"
"604",80,"gdc","Adjectives","different"
"605",80,"gdc","Adjectives","dirty"
"606",80,"gdc","Adjectives","first"
"607",80,"gdc","Adjectives","good"
"608",80,"gdc","Adjectives","great"
"609",80,"gdc","Adjectives","happy"
"610",80,"gdc","Adjectives","left"
"611",80,"gdc","Adjectives","little"
"612",80,"gdc","Adjectives","messy"
"613",80,"gdc","Adjectives","next"
"614",80,"gdc","Adjectives","nice"
"615",80,"gdc","Adjectives","old"
"616",80,"gdc","Adjectives","open"
"617",80,"gdc","Adjectives","pretty"
"618",80,"gdc","Adjectives","ready"
"619",80,"gdc","Adjectives","right"
"620",80,"gdc","Adjectives","small"
